Pāli1	Fin	POS	Grammar	Derived from	Neg	Verb	Trans	Case	Meaning IN CONTEXT	Meaning in native language	Meaning in SBS-PER	Pāli Root	Base	Construction	Sanskrit	Sk Root	Variant	Commentary	Notes	Source1	Sutta1	Example1	Source 2	Sutta2	Example 2	Pali chant 2	English chant 2	Chapter 2	Source 3	Sutta 3	Example 3	Pali chant 3	English chant 3	Chapter 3	Index	Stem	Pattern	Test	Feedback	Tags
utūnīdha	s	sandhi	nt + ind						(there are) seasons here; (there are) times of year in this regard					utūni + idha									PAT PK	dhammayuttika-pubbakicca	evaṃ utuācikkhanaṃ. <b>utūn'īdha</b> pana sāsane hem'anta-gimha-vassānānaṃ vasena tīṇi honti.	Pubbakicca	Preliminary duty	International Pātimokkha							80n	!	utu idha	99	"<a href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=utūnīdha"">feedback</a>"	Pubbakicca
hemantagimhavassāna	s	masc	comp						all three times the of year; winter, summer and rainy season; cold, hot and rainy seasons					hemanta + gimha + vassāna									PAT PK	dhammayuttika-pubbakicca	evaṃ utuācikkhanaṃ. utūn'īdha pana sāsane <b>hem'antagimhavassānānaṃ</b> vasena tīṇi honti.	Pubbakicca	Preliminary duty	International Pātimokkha							80n	hemantagimhavassān	a nt	99	"<a href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=hemantagimhavassāna"">feedback</a>"	Pubbakicca
pakkha 2	ps	masc							one half of the (lunar) month; a fortnight; lunar phase						pakṣa					Sri Lanka	buddha-vassa-sajjhāyanā	ayaṃ vasabha-saṃvacchare hem'anta-utu. asmiṃ utumhi māgha-māsassa kāla-<b>pakkhe</b> catutthaṃ, ravivāram’idan'ti daṭṭhabbaṃ.	PAT PK	dhammayuttika-pubbakicca	iminā <b>pakkhena</b>: eko uposatho sampatto, eko uposathā atikkantā,  cha uposathā avasiṭṭhā.	Pubbakicca	Preliminary duty	International Pātimokkha							80n	pakkh	a masc	99	"<a href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=pakkha 2"">feedback</a>"	Pubbakicca
sampatta	s	pp		sampāpuṇāti					reached; arrived; is here			√ap 4 uṇā (to reach, attain)		saṃ + pa + √ap + ta	samprāpta	√āp							PAT PK	dhammayuttika-pubbakicca	iminā pakkhena: eko uposatho <b>sampatto</b>, eko uposathā atikkantā,  cha uposathā avasiṭṭhā.	Pubbakicca	Preliminary duty	International Pātimokkha							80n	sampatt	a pp	99	"<a href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=sampatta"">feedback</a>"	Pubbakicca
atikkanta 2	ps	pp		atikkamati					gone past; passed by			√kam 1 a (to go)		ati + √kam + ta	atikrānta	√kram				VIN PAT PK	saṅghuposatha pubbakaraṇādi vidhi	utu’kkhānaṃ: hemant’ādīnaṃ tiṇṇaṃ utūnaṃ, ettakaṃ <b>atikkantaṃ</b>, ettakaṃ avasiṭṭhan'ti. evaṃ utu-ācikkhanaṃ kataṃ kiṃ?	PAT PK	dhammayuttika-pubbakicca	iminā pakkhena: eko uposatho sampatto, eko uposathā <b>atikkantā</b>,  cha uposathā avasiṭṭhā.	Pubbakicca	Preliminary duty	International Pātimokkha							80n	atikkant	a pp	99	"<a href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=atikkanta 2"">feedback</a>"	Pubbakicca
sakaraṇokāsa	s	adj	comp						which had an opportunity of doing; with occasion to do					sa + karaṇa + okāsa									PAT PK	dhammayuttika-pubbakicca	iti <b>sakaraṇ'okāsānaṃ</b> pubbakiccānaṃ katattā, nikkaraṇ'okāsānaṃ pubbakiccānaṃ pakatiyā pariniṭṭhitattā, evan'taṃ navavidhaṃ pubbakiccaṃ pariniṭṭhitaṃ hoti.	Pubbakicca	Preliminary duty	International Pātimokkha							80n	sakaraṇokās	a adj	99	"<a href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=sakaraṇokāsa"">feedback</a>"	Pubbakicca
dhāretabba 3	s	ptp		dhāreti					should be remembered; should be considered; lit. should be kept			√dhar 8 *e (to wear, hold, carry)	√dhar + *e > dhāre	dhāre + tabba	dhārayitavya	√dhṛ							PAT PK	dhammayuttika-pubbakicca	iti evaṃ sabbehi āyasmantehi utu'kkhānaṃ <b>dhāretabbaṃ</b>.	Pubbakicca	Preliminary duty	International Pātimokkha							80n	dhāretabb	a ptp	99	"<a href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=dhāretabba 3"">feedback</a>"	Pubbakicca
katatta	ns	nt	abstr	kata					fact of having done; lit. done state			√kar 7 o (to do, make)		√kar + ta + tta<br/>kata + tta	kṛtavat	√kṛ				AN 2.17	adhikaraṇavaggo	ko nu kho, bho gotama, hetu ko paccayo yena m'idh'ekacce sattā kāyassa bhedā paraṃ maraṇā apāyaṃ duggatiṃ vinipātaṃ nirayaṃ upapajjantī'ti? <b>katattā</b> ca, brāhmaṇa, akatattā ca.	PAT PK	dhammayuttika-pubbakicca	iti sakaraṇ'okāsānaṃ pubbakiccānaṃ <b>katattā</b>, nikkaraṇ'okāsānaṃ pubbakiccānaṃ pakatiyā pariniṭṭhitattā, evan'taṃ navavidhaṃ pubbakiccaṃ pariniṭṭhitaṃ hoti.	Pubbakicca	Preliminary duty	International Pātimokkha							80n	katatt	a nt	99	"<a href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=katatta"">feedback</a>"	Pubbakicca
katattā	ns	nt	abstr, abl sg	katatta				+gen	because of doing (of); from the fact of having done (of); lit. from done state (of)			√kar 7 o (to do, make)		√kar + ta + tta + ā<br/>katatta + ā	kṛtavat	√kṛ				AN 2.17	adhikaraṇavaggo	ko nu kho, bho gotama, hetu ko paccayo yena m'idh'ekacce sattā kāyassa bhedā paraṃ maraṇā apāyaṃ duggatiṃ vinipātaṃ nirayaṃ upapajjantī'ti? <b>katattā</b> ca, brāhmaṇa, akatattā ca.	PAT PK	dhammayuttika-pubbakicca	iti sakaraṇ'okāsānaṃ pubbakiccānaṃ <b>katattā</b>, nikkaraṇ'okāsānaṃ pubbakiccānaṃ pakatiyā pariniṭṭhitattā, evan'taṃ navavidhaṃ pubbakiccaṃ pariniṭṭhitaṃ hoti.	Pubbakicca	Preliminary duty	International Pātimokkha							80n	!katatt	a nt	99	"<a href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=katattā"">feedback</a>"	Pubbakicca
nikkaraṇokāsa	s	adj	comp						which had no opportunity of<br/>doing; without occasion to do					nir + karaṇa + okāsa									PAT PK	dhammayuttika-pubbakicca	iti sakaraṇ'okāsānaṃ pubbakiccānaṃ katattā, <b>nikkaraṇ'okāsānaṃ</b> pubbakiccānaṃ pakatiyā pariniṭṭhitattā, evan'taṃ navavidhaṃ pubbakiccaṃ pariniṭṭhitaṃ hoti.	Pubbakicca	Preliminary duty	International Pātimokkha							80n	nikkaraṇokās	a adj	99	"<a href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=nikkaraṇokāsa"">feedback</a>"	Pubbakicca
pakati 2	ns	fem	abstr	pakaroti					natural state; original form; normal condition			√kar 7 o (to do, make)		pa + √kar + ti	prakṛti	√kṛ				TH 262	tālapuṭattheragāthā	varāhaeṇeyyavigāḷhasevite,<br/>pabbhārakuṭṭe <b>pakat</b>'eva sundare,<br/>nav'ambunā pāvusasitthakānane,<br/>tahiṃ guhāgehagato ramissasi.	PAT PK	dhammayuttika-pubbakicca	iti sakaraṇ'okāsānaṃ pubbakiccānaṃ katattā, nikkaraṇ'okāsānaṃ pubbakiccānaṃ <b>pakatiyā</b> pariniṭṭhitattā, evan'taṃ navavidhaṃ pubbakiccaṃ pariniṭṭhitaṃ hoti.	Pubbakicca	Preliminary duty	International Pātimokkha							80n	pakat	i fem	99	"<a href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=pakati 2"">feedback</a>"	Pubbakicca
pariniṭṭhitta	s	nt	abstr	pari + niṭṭhāti					complete finish; total accomplishment; lit. complete state			√ṭhā 1 a (to stand)		pari + ni + √ṭhā > ṭhi + tta		√sthā							PAT PK	dhammayuttika-pubbakicca	iti sakaraṇ'okāsānaṃ pubbakiccānaṃ katattā, nikkaraṇ'okāsānaṃ pubbakiccānaṃ pakatiyā <b>pariniṭṭhitattā</b>, evan'taṃ navavidhaṃ pubbakiccaṃ pariniṭṭhitaṃ hoti.	Pubbakicca	Preliminary duty	International Pātimokkha							80n	pariniṭṭhitt	a nt	99	"<a href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=pariniṭṭhitta"">feedback</a>"	Pubbakicca
evantaṃ	s	sandhi	ind + pron						thus that; in this way that					evaṃ + taṃ	evam + tam								PAT PK	dhammayuttika-pubbakicca	iti sakaraṇ'okāsānaṃ pubbakiccānaṃ katattā, nikkaraṇ'okāsānaṃ pubbakiccānaṃ pakatiyā pariniṭṭhitattā, <b>evan'taṃ</b> navavidhaṃ pubbakiccaṃ pariniṭṭhitaṃ hoti.	Pubbakicca	Preliminary duty	International Pātimokkha							80n	!	evaṃ ta	99	"<a href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=evantaṃ"">feedback</a>"	Pubbakicca
āyasmant	ps	masc		āyas					venerable; reverend; lit. elder; respected					āyus + mant	āyuṣmat					MN 139	araṇavibhaṅgasuttaṃ	iti yathā yathā naṃ tesu tesu janapadesu sañjānanti ‘idaṃ kira me <b>āyasmanto</b> sandhāya voharantī’ti tathā tathā voharati aparāmasaṃ.	PAT PK	dhammayuttika-pubbakicca	karomi <b>āyasmato</b> okāsaṃ	Pubbakicca	Preliminary duty	International Pātimokkha							80n	āyasm	ant masc	99	"<a href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=āyasmant"">feedback</a>"	Pubbakicca
okāsa 4	ps	masc		okāsati					permission; consent			√kās 1 a (to shine, be visible)		ava + √kās + a	avakāśa	√kāś				ANa 3.68	kathāvatthusuttaṃvaṇṇanā	sappi'ādīni bhesajjāni aṭṭhavidhāni pānakāni vatthacchādanamālāgandh'ādīni vā ādāya vihāraṃ gantvā tāni datvā divāṭṭhānaṃ pavisitvā <b>okāsaṃ</b> kāretvā pañhaṃ pucchati.	PAT PK	dhammayuttika-pubbakicca	karomi āyasmato <b>okāsaṃ</b>	Pubbakicca	Preliminary duty	International Pātimokkha							80n	okās	a masc	99	"<a href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=okāsa 4"">feedback</a>"	Pubbakicca
vasena	pps	ind	adv, instr sg	vasa				+gen	due to; through; by means (of); under the influence (of); lit. with control (of)			√vas 1 a (to want, control)		√vas + a + ena		√vaś			(MW) by command of, by force of, on account of, by means of, according to	UDa 1.10	bāhiyasuttaṃ vaṇṇanā	n’āhaṃ taṃ pamāṇaṃ atikkamitvā rajjan’ādi-<b>vasena</b> uppajjituṃ dassāmī’ti evam’ettha attho daṭṭhabbo.	SNa 35.228	paṭhama samuddasuttaṃ vaṇṇanā	kodh’ūpāyāsassa ca <b>vasena</b> saūmiṃ.				PAT PK	dhammayuttika-pubbakicca	evaṃ utu-ācikkhanaṃ. utūn'īdha pana sāsane hem'anta-gimha-vassānānaṃ <b>vasena</b> tīṇi honti.	Pubbakicca	Preliminary duty	International Pātimokkha	80n	-		99	"<a href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=vasena"">feedback</a>"	 Pubbakicca
divasa	ps	masc		diva					day			√div 3 ya (to shine)		√div + as + a	divasa	√div				AN 8.74	dutiya maraṇassatisuttaṃ	idha bhikkhu <b>divase</b> nikkhante rattiyā patihitāya iti paṭisañcikkhati — ‘bahukā kho me paccayā maraṇassa:	PAT PK	dhammayuttika-pubbakicca	niṭṭhite ca pubbakicce: sace so <b>divaso</b> cātuddasī-paṇṇarasī-sāmaggīnam'aññataro, yath'ājja uposatho paṇṇaraso.	Pubbakicca	Preliminary duty	International Pātimokkha							80n	divas	a masc	99	"<a href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=divasa"">feedback</a>"	Pubbakicca
cātuddasī	ps	fem	comp	catuddasa					fourteenth day (of the lunar fortnight)					catu + dasa + *ī<br/>catuddasa + *ī	caturdaśī					VIN PAT PK	saṅghuposatha pubbakaraṇādi vidhi	uposatho: tīsu uposatha-divasesu <b>cātuddasī</b>, paṇṇarāsī, sāmaggīsu, ajj’uposatho ko uposatho?	PAT PK	dhammayuttika-pubbakicca	niṭṭhite ca pubbakicce: sace so divaso <b>cātuddasī</b>-paṇṇarasī-sāmaggīnam'aññataro, yath'ājja uposatho paṇṇaraso.	Pubbakicca	Preliminary duty	International Pātimokkha							80n	cātuddas	ī fem	99	"<a href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=cātuddasī"">feedback</a>"	Pubbakicca
paṇṇarasī	ps	fem		pañcadasa					fifteenth day (of the lunar fortnight)					pañca + dasa + ī<br/>paṇṇarasa + ī	pañcadaśī					VIN PAT PK	saṅghuposatha pubbakaraṇādi vidhi	uposatho: tīsu uposatha-divasesu cātuddasī, <b>paṇṇarāsī</b>, sāmaggīsu, ajj’uposatho ko uposatho?	PAT PK	dhammayuttika-pubbakicca	niṭṭhite ca pubbakicce: sace so divaso cātuddasī-<b>paṇṇarasī</b>-sāmaggīnam'aññataro, yath'ājja uposatho paṇṇaraso.	Pubbakicca	Preliminary duty	International Pātimokkha							80n	paṇṇaras	ī fem	99	"<a href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=paṇṇarasī"">feedback</a>"	Pubbakicca
sāmaggī 2	ps	fem		samagga					(vinaya) reaching peace; reunification					saṃ + agga + *i	samagraya					VIN PAT PK	saṅghuposatha pubbakaraṇādi vidhi	uposatho: tīsu uposatha-divasesu cātuddasī, paṇṇarāsī, <b>sāmaggīsu</b>, ajj’uposatho ko uposatho?	PAT PK	dhammayuttika-pubbakicca	niṭṭhite ca pubbakicce: sace so divaso cātuddasī-paṇṇarasī-<b>sāmaggīnam</b>'aññataro, yath'ājja uposatho paṇṇaraso.	Pubbakicca	Preliminary duty	International Pātimokkha							80n	sāmagg	ī fem	99	"<a href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=sāmaggī 2"">feedback</a>"	Pubbakicca
yathājja	s	sandhi	ind + ind						because today; since today					yathā + ajja									PAT PK	dhammayuttika-pubbakicca	niṭṭhite ca pubbakicce: sace so divaso cātuddasī-paṇṇarasī-sāmaggīnam'aññataro, <b>yath'ājja</b> uposatho paṇṇaraso:	Pubbakicca	Preliminary duty	International Pātimokkha							80n	!	yathā ajja	99	"<a href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=yathājja"">feedback</a>"	Pubbakicca
cātuddasa	s	masc	comp						fourteenth day (of the lunar fortnight)					catu + dasa + *a	caturdaśa								PAT PK	dhammayuttika-pubbakicca	niṭṭhite ca pubbakicce: sace so divaso cātuddasī-paṇṇarasī-sāmaggīnam'aññataro, yath'ājja uposatho <b>cātuddaso</b>.	Pubbakicca	Preliminary duty	International Pātimokkha							80n	catuddas	a masc	99	"<a href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=cātuddasa"">feedback</a>"	Pubbakicca
sāmagga	s	masc	comp						(vinaya) reaching peace; reunification					saṃ + agga	samagra (complete)								PAT PK	dhammayuttika-pubbakicca	niṭṭhite ca pubbakicce: sace so divaso cātuddasī-paṇṇarasī-sāmaggīnam'aññataro, yath'ājja uposatho <b>sāmaggo</b>.	Pubbakicca	Preliminary duty	International Pātimokkha							80n	samagg	a masc	99	"<a href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=sāmagga"">feedback</a>"	Pubbakicca
detu	ns	imp		deti			trans	+acc & +dat	may he give; he should hand over (to)			√dā 1 a (to give)	√dā + a > dāya > de	de + tu	dadātu	√dā				THI 32	dantikātherīgāthā	puriso aṅkusam'ādāya,<br/><b>dehi</b> pādan'ti yācati,<br/>nāgo pasārayī pādaṃ,<br/>puriso nāgam'āruhi.	PAT PK	dhammayuttika-pubbakicca	okāsaṃ me bhante thero <b>detu</b> pāṭimokkhaṃ uddesituṃ.	Pubbakicca	Preliminary duty	International Pātimokkha							80n	!d	eti pr	99	"<a href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=detu"">feedback</a>"	Pubbakicca
uddesituṃ	s	inf		uddisati			trans	+acc	to recite			√dis 1 a (to point out, explain)		ud + √dis > des + ituṃ	uddiś	√diś							PAT PK	dhammayuttika-pubbakicca	okāsaṃ me bhante thero detu pāṭimokkhaṃ <b>uddesituṃ</b>.	Pubbakicca	Preliminary duty	International Pātimokkha							80n	-		99	"<a href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=uddesituṃ"">feedback</a>"	Pubbakicca
paribhojanīya	s	adj	ptp	paribhuñjati					washing; rinsing (water); lit. to be used			√bhuj 2 ṃa (to eat, enjoy)		pari + √bhuj + *anīya	paribhojanīya	√bhuj	paribhojaṇīya						PAT PK	dhammayuttika-pubbakicca	pānīya-<b>paribhojanīy</b>'ūpaṭṭhapanañ'ca; chand'ārahānaṃ bhikkhūnaṃ chand'āharaṇañ'ca; tesaññ'eva akat'uposathānaṃ pārisuddhiyā'pi āharaṇañ'ca	Pubbakicca	Preliminary duty	International Pātimokkha							80n	paribhojaṇīy	a adj	99	"<a href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=paribhojanīya"">feedback</a>"	Pubbakicca
upaṭṭhapana 1	s	nt	act	upaṭṭhapeti					producing, preparing; arranging; lit. causing to stand near			√ṭhā 1 *āpe (to stand)	√ṭhā + *āpe > ṭhape (caus)	upa + ṭhape + ana	upasthā	√sthā							PAT PK	dhammayuttika-pubbakicca	pānīya-paribhojanīy'<b>ūpaṭṭhapanañ</b>'ca; chand'ārahānaṃ bhikkhūnaṃ chand'āharaṇañ'ca; tesaññ'eva akat'uposathānaṃ pārisuddhiyā'pi āharaṇañ'ca	Pubbakicca	Preliminary duty	International Pātimokkha							80n	upaṭṭhapan	a nt	99	"<a href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=upaṭṭhapana 1"">feedback</a>"	Pubbakicca
chanda 2	ps	masc		chādeti					(vinaya) consent; agreement; approval			√chand 8 *e (to desire, please)		√chand + a	chanda	√chad				VIN PAT PC 79	kammappaṭibāhana sikkhāpada	yo pana bhikkhu dhammikānaṃ kammānaṃ <b>chandaṃ</b> datvā pacchā khīyanadhammaṃ āpajjeyya, pācittiyaṃ.	PAT PK	dhammayuttika-pubbakicca	pānīya-paribhojanīy'ūpaṭṭhapanañ'ca; <b>chanda</b>-arahānaṃ bhikkhūnaṃ <b>chanda</b>-āharaṇañ'ca; tesaññ'eva akat'uposathānaṃ pārisuddhiyā'pi āharaṇañ'ca	Pubbakicca	Preliminary duty	International Pātimokkha							80n	chand	a masc	99	"<a href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=chanda 2"">feedback</a>"	Pubbakicca
chandāraha	s	adj	comp						entitled to give consent by proxy; is fit give agreement					chanda + araha	chanda + arha								PAT PK	dhammayuttika-pubbakicca	pānīyaparibhojanīya-upaṭṭhapanañ'ca; <b>chand'ārahānaṃ</b> bhikkhūnaṃ chand'āharaṇañ'ca; tesaññ'eva akat'uposathānaṃ pārisuddhiyā'pi āharaṇañ'ca	Pubbakicca	Preliminary duty	International Pātimokkha							80n	chandārah	a adj	99	"<a href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=chandāraha"">feedback</a>"	Pubbakicca
chandāharaṇa	s	nt	act, comp						bringing consent; convey agreement					chanda + āharaṇa									PAT PK	dhammayuttika-pubbakicca	pānīyaparibhojanīya-upaṭṭhapanañ'ca; chand'ārahānaṃ bhikkhūnaṃ <b>chand'āharaṇañ</b>'ca; tesaññ'eva akat'uposathānaṃ pārisuddhiyā'pi āharaṇañ'ca	Pubbakicca	Preliminary duty	International Pātimokkha							80n	chandāharaṇ	a nt	99	"<a href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=chandāharaṇa"">feedback</a>"	Pubbakicca
āharaṇa	s	nt	act						bringing; conveying			√har 1 a (to carry)		ā + √har + aṇa		√hṛ							PAT PK	dhammayuttika-pubbakicca	pānīyaparibhojanīya-upaṭṭhapanañ'ca; chand'ārahānaṃ bhikkhūnaṃ chanda-<b>āharaṇañ</b>'ca; tesaññ'eva akat'uposathānaṃ pārisuddhiyā'pi āharaṇañ'ca	Pubbakicca	Preliminary duty	International Pātimokkha							80n	āharaṇ	a nt	99	"<a href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=āharaṇa"">feedback</a>"	Pubbakicca
tesaññeva	s	sandhi	pron + ind						of those very; of those exact					tesaṃ + [y] + eva	tānām + eva		tesaññeva						PAT PK	dhammayuttika-pubbakicca	pānīyaparibhojanīya-upaṭṭhapanañ'ca; chand'ārahānaṃ bhikkhūnaṃ chanda-āharaṇañ'ca; <b>tesaññ'eva</b> akat'uposathānaṃ pārisuddhiyā'pi āharaṇañ'ca	Pubbakicca	Preliminary duty	International Pātimokkha							80n	!	ta eva	99	"<a href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=tesaññeva"">feedback</a>"	Pubbakicca
akatuposatha	s	adj	comp						who does not participate in the Uposatha					akata + uposatha									PAT PK	dhammayuttika-pubbakicca	pānīyaparibhojanīya-upaṭṭhapanañ'ca; chand'ārahānaṃ bhikkhūnaṃ chanda-āharaṇañ'ca; tesaññ'eva <b>akat'uposathānaṃ</b> pārisuddhiyā'pi āharaṇañ'ca	Pubbakicca	Preliminary duty	International Pātimokkha							80n	akatuposath	a masc	99	"<a href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=akatuposatha"">feedback</a>"	Pubbakicca
akata 3	s	adj		na + karoti	neg				not doing; not making; not practising			√kar 7 o (to do, make)		na + √kar + ta	akṛta	√kṛ							PAT PK	dhammayuttika-pubbakicca	pānīyaparibhojanīya-upaṭṭhapanañ'ca; chand'ārahānaṃ bhikkhūnaṃ chanda-āharaṇañ'ca; tesaññ'eva <b>akata</b>-uposathānaṃ pārisuddhiyā'pi āharaṇañ'ca	Pubbakicca	Preliminary duty	International Pātimokkha							80n	akat	a adj	99	"<a href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=akata 3"">feedback</a>"	Pubbakicca
