bhikkhupātimokkhapāḷi	pos	grammar	+case	tamil	meaning	lit. meaning	root	rt gp	sign	base	construction	compound type	compound construction	abbrev	source	sentence	aṭṭhakathā	feedback
- - māsaṃ	noun	masc nom sg of māsa			month		√mā (measure)	1	a		√mā + sa			PA 57	nahānasikkhāpadaṃ	yo pana bhikkhu oren'addha<b>māsaṃ</b> nahāyeyya aññatra samayā, pācittiyaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- - māsaṃ"">feedback</a>"
nahāyeyya	verb	opt 3rd sg of nahāyati			he would bathe		√nhā (bathe)	3	ya	√nhā + ya > nahāya	nahāya + ti			PA 57	nahānasikkhāpadaṃ	yo pana bhikkhu oren'addhamāsaṃ <b>nahāyeyya</b> aññatra samayā, pācittiyaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=nahāyeyya"">feedback</a>"
diyaḍḍho	adj	masc nom sg of diyaḍḍha			one and a half	two minus half					dvi + [y] + aḍḍha	digu	dvi + aḍḍha	PA 57	nahānasikkhāpadaṃ	tatth'āyaṃ samayo <b>diyaḍḍho</b> māso seso gimhānan'ti vassānassa paṭhamo māso icc'ete aḍḍhateyyamāsā uṇhasamayo, pariḷāhasamayo, gilānasamayo, kammasamayo, addhānagamanasamayo, vātavuṭṭhisamayo, ayaṃ tattha samayo.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=diyaḍḍho"">feedback</a>"
- di	cardinal	adj			two						dvi > di			PA 57	nahānasikkhāpadaṃ	tatth'āyaṃ samayo <b>di</b>yaḍḍho māso seso gimhānan'ti vassānassa paṭhamo māso icc'ete aḍḍhateyyamāsā uṇhasamayo, pariḷāhasamayo, gilānasamayo, kammasamayo, addhānagamanasamayo, vātavuṭṭhisamayo, ayaṃ tattha samayo.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- di"">feedback</a>"
- aḍḍho	adj	masc nom sg of aḍḍha			half									PA 57	nahānasikkhāpadaṃ	tatth'āyaṃ samayo diy<b>aḍḍho</b> māso seso gimhānan'ti vassānassa paṭhamo māso icc'ete aḍḍhateyyamāsā uṇhasamayo, pariḷāhasamayo, gilānasamayo, kammasamayo, addhānagamanasamayo, vātavuṭṭhisamayo, ayaṃ tattha samayo.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- aḍḍho"">feedback</a>"
vassānassa	noun	masc gen sg of vassāna			of the rainy season	of the of the rain	√vass (rain)	1	a		√vass + āna			PA 57	nahānasikkhāpadaṃ	tatth'āyaṃ samayo diyaḍḍho māso seso gimhānan'ti <b>vassānassa</b> paṭhamo māso icc'ete aḍḍhateyyamāsā uṇhasamayo, pariḷāhasamayo, gilānasamayo, kammasamayo, addhānagamanasamayo, vātavuṭṭhisamayo, ayaṃ tattha samayo.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=vassānassa"">feedback</a>"
iccete	sandhi	ind + pron			thus these						iti + ete			PA 57	nahānasikkhāpadaṃ	tatth'āyaṃ samayo diyaḍḍho māso seso gimhānan'ti vassānassa paṭhamo māso <b>icc'ete</b> aḍḍhateyyamāsā uṇhasamayo, pariḷāhasamayo, gilānasamayo, kammasamayo, addhānagamanasamayo, vātavuṭṭhisamayo, ayaṃ tattha samayo.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=iccete"">feedback</a>"
- icc	ind	adv			thus						iti > ity > icc			PA 57	nahānasikkhāpadaṃ	tatth'āyaṃ samayo diyaḍḍho māso seso gimhānan'ti vassānassa paṭhamo māso <b>icc</b>'ete aḍḍhateyyamāsā uṇhasamayo, pariḷāhasamayo, gilānasamayo, kammasamayo, addhānagamanasamayo, vātavuṭṭhisamayo, ayaṃ tattha samayo.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- icc"">feedback</a>"
- ete	pron	masc nom pl of eta			these									PA 57	nahānasikkhāpadaṃ	tatth'āyaṃ samayo diyaḍḍho māso seso gimhānan'ti vassānassa paṭhamo māso icc'<b>ete</b> aḍḍhateyyamāsā uṇhasamayo, pariḷāhasamayo, gilānasamayo, kammasamayo, addhānagamanasamayo, vātavuṭṭhisamayo, ayaṃ tattha samayo.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- ete"">feedback</a>"
aḍḍhateyyamāsā	noun	masc nom pl of aḍḍhateyyamāsa			two and half months	three minus half months					aḍḍhateyya + māsa	digu	aḍḍhateyya + māsa	PA 57	nahānasikkhāpadaṃ	tatth'āyaṃ samayo diyaḍḍho māso seso gimhānan'ti vassānassa paṭhamo māso icc'ete <b>aḍḍhateyyamāsā</b> uṇhasamayo, pariḷāhasamayo, gilānasamayo, kammasamayo, addhānagamanasamayo, vātavuṭṭhisamayo, ayaṃ tattha samayo.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=aḍḍhateyyamāsā"">feedback</a>"
- aḍḍhateyya	adj				two and half	three minus half					aḍḍha + teyya	kammadhāraya	aḍḍha + teyya	PA 57	nahānasikkhāpadaṃ	tatth'āyaṃ samayo diyaḍḍho māso seso gimhānan'ti vassānassa paṭhamo māso icc'ete <b>aḍḍhateyya</b>māsā uṇhasamayo, pariḷāhasamayo, gilānasamayo, kammasamayo, addhānagamanasamayo, vātavuṭṭhisamayo, ayaṃ tattha samayo.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- aḍḍhateyya"">feedback</a>"
- - aḍḍha	adj				half									PA 57	nahānasikkhāpadaṃ	tatth'āyaṃ samayo diyaḍḍho māso seso gimhānan'ti vassānassa paṭhamo māso icc'ete <b>aḍḍha</b>teyyamāsā uṇhasamayo, pariḷāhasamayo, gilānasamayo, kammasamayo, addhānagamanasamayo, vātavuṭṭhisamayo, ayaṃ tattha samayo.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- - aḍḍha"">feedback</a>"
- - teyya	adj				three-ish	related to three					ti + *ya			PA 57	nahānasikkhāpadaṃ	tatth'āyaṃ samayo diyaḍḍho māso seso gimhānan'ti vassānassa paṭhamo māso icc'ete aḍḍha<b>teyya</b>māsā uṇhasamayo, pariḷāhasamayo, gilānasamayo, kammasamayo, addhānagamanasamayo, vātavuṭṭhisamayo, ayaṃ tattha samayo.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- - teyya"">feedback</a>"
- māsā	noun	msac nom pl of māsa			months	measures, moons	√mā (measure)	5	nā		√mā + sa			PA 57	nahānasikkhāpadaṃ	tatth'āyaṃ samayo diyaḍḍho māso seso gimhānan'ti vassānassa paṭhamo māso icc'ete aḍḍhateyya<b>māsā</b> uṇhasamayo, pariḷāhasamayo, gilānasamayo, kammasamayo, addhānagamanasamayo, vātavuṭṭhisamayo, ayaṃ tattha samayo.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- māsā"">feedback</a>"
uṇhasamayo	noun	masc nom sg of uṇhasamaya			hot time	time of heat					uṇha + samaya	genitive tappurisa	uṇh<b>assa</b> + samaya	PA 57	nahānasikkhāpadaṃ	tatth'āyaṃ samayo diyaḍḍho māso seso gimhānan'ti vassānassa paṭhamo māso icc'ete aḍḍhateyyamāsā <b>uṇhasamayo</b>, pariḷāhasamayo, gilānasamayo, kammasamayo, addhānagamanasamayo, vātavuṭṭhisamayo, ayaṃ tattha samayo.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=uṇhasamayo"">feedback</a>"
- uṇha	noun	nt			heat, hot		√us (be hot)	6	ṇhā	√us + ṇhā > uṇhā	uṇhā + a			PA 57	nahānasikkhāpadaṃ	tatth'āyaṃ samayo diyaḍḍho māso seso gimhānan'ti vassānassa paṭhamo māso icc'ete aḍḍhateyyamāsā <b>uṇha</b>samayo, pariḷāhasamayo, gilānasamayo, kammasamayo, addhānagamanasamayo, vātavuṭṭhisamayo, ayaṃ tattha samayo.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- uṇha"">feedback</a>"
pariḷāhasamayo	noun	masc nom sg of pariḷāhasamaya			humid time	time of fever					pariḷāha + samaya	genitive tappurisa	pariḷāh<b>assa</b> + samaya	PA 57	nahānasikkhāpadaṃ	tatth'āyaṃ samayo diyaḍḍho māso seso gimhānan'ti vassānassa paṭhamo māso icc'ete aḍḍhateyyamāsā uṇhasamayo, <b>pariḷāhasamayo</b>, gilānasamayo, kammasamayo, addhānagamanasamayo, vātavuṭṭhisamayo, ayaṃ tattha samayo.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=pariḷāhasamayo"">feedback</a>"
- pariḷāha	noun	masc			humidity, sweating	fever, burning	√ḍah (burn)	1	a		pari + √ḍah > ḷah + a			PA 57	nahānasikkhāpadaṃ	tatth'āyaṃ samayo diyaḍḍho māso seso gimhānan'ti vassānassa paṭhamo māso icc'ete aḍḍhateyyamāsā uṇhasamayo, <b>pariḷāha</b>samayo, gilānasamayo, kammasamayo, addhānagamanasamayo, vātavuṭṭhisamayo, ayaṃ tattha samayo.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- pariḷāha"">feedback</a>"
kammasamayo	noun	masc nom of kammasamaya			work time	time of action					kamma + samaya	genitive tappurisa	kamm<b>assa</b> + samaya	PA 57	nahānasikkhāpadaṃ	tatth'āyaṃ samayo diyaḍḍho māso seso gimhānan'ti vassānassa paṭhamo māso icc'ete aḍḍhateyyamāsā uṇhasamayo, pariḷāhasamayo, gilānasamayo, <b>kammasamayo</b>, addhānagamanasamayo, vātavuṭṭhisamayo, ayaṃ tattha samayo.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=kammasamayo"">feedback</a>"
- kamma	noun	nt			work	action	√kar (do, make)	7	o		√kar + ma			PA 57	nahānasikkhāpadaṃ	tatth'āyaṃ samayo diyaḍḍho māso seso gimhānan'ti vassānassa paṭhamo māso icc'ete aḍḍhateyyamāsā uṇhasamayo, pariḷāhasamayo, gilānasamayo, <b>kamma</b>samayo, addhānagamanasamayo, vātavuṭṭhisamayo, ayaṃ tattha samayo.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- kamma"">feedback</a>"
vātavuṭṭhisamayo	noun	masc nom sg of vātavuṭṭhisamaya			storm time	wind and rain time					vātavuṭṭhi + samaya	genitive tappurisa	vātavuṭṭh<b>iyā</b> + samaya	PA 57	nahānasikkhāpadaṃ	tatth'āyaṃ samayo diyaḍḍho māso seso gimhānan'ti vassānassa paṭhamo māso icc'ete aḍḍhateyyamāsā uṇhasamayo, pariḷāhasamayo, gilānasamayo, kammasamayo, addhānagamanasamayo, <b>vātavuṭṭhisamayo</b>, ayaṃ tattha samayo.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=vātavuṭṭhisamayo"">feedback</a>"
- vāta	noun	masc			wind	blew	√vā (blow)	1	a		√vā + ta			PA 57	nahānasikkhāpadaṃ	tatth'āyaṃ samayo diyaḍḍho māso seso gimhānan'ti vassānassa paṭhamo māso icc'ete aḍḍhateyyamāsā uṇhasamayo, pariḷāhasamayo, gilānasamayo, kammasamayo, addhānagamanasamayo, <b>vāta</b>vuṭṭhisamayo, ayaṃ tattha samayo.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- vāta"">feedback</a>"
- vuṭṭhi	noun	fem			rain		√vass (rain)	1	a		√vass +ti			PA 57	nahānasikkhāpadaṃ	tatth'āyaṃ samayo diyaḍḍho māso seso gimhānan'ti vassānassa paṭhamo māso icc'ete aḍḍhateyyamāsā uṇhasamayo, pariḷāhasamayo, gilānasamayo, kammasamayo, addhānagamanasamayo, vāta<b>vuṭṭhi</b>samayo, ayaṃ tattha samayo.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- vuṭṭhi"">feedback</a>"
cīvaralābhena	adj	masc instr sg of cīvaralābha			getting a robe						cīvara + lābha	accusative tappurisa	cīvaraṃ + lābha	PA 58	dubbaṇṇakaraṇasikkhāpadaṃ	navaṃ pana bhikkhunā <b>cīvaralābhena</b> tiṇṇaṃ dubbaṇṇakaraṇānaṃ aññataraṃ dubbaṇṇakaraṇaṃ ādātabbaṃ, nīlaṃ vā kaddamaṃ vā kāḷasāmaṃ vā.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=cīvaralābhena"">feedback</a>"
- lābhena	adj	msac instr sg of lābha			by (a monk) getting, gaining, acquiring		√labh (get)	1	a		√labh + *a			PA 58	dubbaṇṇakaraṇasikkhāpadaṃ	navaṃ pana bhikkhunā cīvara<b>lābhena</b> tiṇṇaṃ dubbaṇṇakaraṇānaṃ aññataraṃ dubbaṇṇakaraṇaṃ ādātabbaṃ, nīlaṃ vā kaddamaṃ vā kāḷasāmaṃ vā.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- lābhena"">feedback</a>"
dubbaṇṇakaraṇānaṃ	noun	nt gen pl of dubbaṇṇakaraṇa			of discolourings	of bad colour making					dubbaṇṇa + karaṇa	accusative tappurisa	dubbaṇṇ<b>aṃ</b> + karaṇa	PA 58	dubbaṇṇakaraṇasikkhāpadaṃ	navaṃ pana bhikkhunā cīvaralābhena tiṇṇaṃ <b>dubbaṇṇakaraṇānaṃ</b> aññataraṃ dubbaṇṇakaraṇaṃ ādātabbaṃ, nīlaṃ vā kaddamaṃ vā kāḷasāmaṃ vā.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=dubbaṇṇakaraṇānaṃ"">feedback</a>"
- karaṇānaṃ	noun	nt gen sg of karaṇa			of making(s)	of doing	√kar (do, make)	7	o		√kar + aṇa			PA 58	dubbaṇṇakaraṇasikkhāpadaṃ	navaṃ pana bhikkhunā cīvaralābhena tiṇṇaṃ dubbaṇṇa<b>karaṇānaṃ</b> aññataraṃ dubbaṇṇakaraṇaṃ ādātabbaṃ, nīlaṃ vā kaddamaṃ vā kāḷasāmaṃ vā.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- karaṇānaṃ"">feedback</a>"
dubbaṇṇakaraṇaṃ	noun	nt nom sg of dubbaṇṇakaraṇa			discolouring	bad colour making					dubbaṇṇa + karaṇa	accusative tappurisa	dubbaṇṇ<b>aṃ</b> + karaṇa	PA 58	dubbaṇṇakaraṇasikkhāpadaṃ	navaṃ pana bhikkhunā cīvaralābhena tiṇṇaṃ dubbaṇṇakaraṇānaṃ aññataraṃ <b>dubbaṇṇakaraṇaṃ</b> ādātabbaṃ, nīlaṃ vā kaddamaṃ vā kāḷasāmaṃ vā.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=dubbaṇṇakaraṇaṃ"">feedback</a>"
ādātabbaṃ	ptp	nt nom sg of ādātabba			should be applied	should be taken	√ādā (take, steal)	3	ya		√ādā + tabba			PA 58	dubbaṇṇakaraṇasikkhāpadaṃ	navaṃ pana bhikkhunā cīvaralābhena tiṇṇaṃ dubbaṇṇakaraṇānaṃ aññataraṃ dubbaṇṇakaraṇaṃ <b>ādātabbaṃ</b>, nīlaṃ vā kaddamaṃ vā kāḷasāmaṃ vā.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=ādātabbaṃ"">feedback</a>"
nīlaṃ	adj	nt nom sg of nīla			indigo blue									PA 58	dubbaṇṇakaraṇasikkhāpadaṃ	navaṃ pana bhikkhunā cīvaralābhena tiṇṇaṃ dubbaṇṇakaraṇānaṃ aññataraṃ dubbaṇṇakaraṇaṃ ādātabbaṃ, <b>nīlaṃ</b> vā kaddamaṃ vā kāḷasāmaṃ vā.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=nīlaṃ"">feedback</a>"
kaddamaṃ	adj	nt nom sg of kaddama			muddy brown	mud								PA 58	dubbaṇṇakaraṇasikkhāpadaṃ	navaṃ pana bhikkhunā cīvaralābhena tiṇṇaṃ dubbaṇṇakaraṇānaṃ aññataraṃ dubbaṇṇakaraṇaṃ ādātabbaṃ, nīlaṃ vā <b>kaddamaṃ</b> vā kāḷasāmaṃ vā.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=kaddamaṃ"">feedback</a>"
kāḷasāmaṃ	adj	nt nom sg of kāḷasāma			dark brown						kāḷa + sāma	kammadhāraya	kāḷa + sāma	PA 58	dubbaṇṇakaraṇasikkhāpadaṃ	navaṃ pana bhikkhunā cīvaralābhena tiṇṇaṃ dubbaṇṇakaraṇānaṃ aññataraṃ dubbaṇṇakaraṇaṃ ādātabbaṃ, nīlaṃ vā kaddamaṃ vā <b>kāḷasāmaṃ</b> vā.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=kāḷasāmaṃ"">feedback</a>"
- kāḷa	adj				black									PA 58	dubbaṇṇakaraṇasikkhāpadaṃ	navaṃ pana bhikkhunā cīvaralābhena tiṇṇaṃ dubbaṇṇakaraṇānaṃ aññataraṃ dubbaṇṇakaraṇaṃ ādātabbaṃ, nīlaṃ vā kaddamaṃ vā <b>kāḷa</b>sāmaṃ vā.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- kāḷa"">feedback</a>"
- sāmaṃ	adj	nt nom sg of sāma			brown, dark									PA 58	dubbaṇṇakaraṇasikkhāpadaṃ	navaṃ pana bhikkhunā cīvaralābhena tiṇṇaṃ dubbaṇṇakaraṇānaṃ aññataraṃ dubbaṇṇakaraṇaṃ ādātabbaṃ, nīlaṃ vā kaddamaṃ vā kāḷa<b>sāmaṃ</b> vā.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- sāmaṃ"">feedback</a>"
paribhuñjeyya	verb	opt 3rd sg of paribhuñjati			he would use, make use of		√bhuj (eat, enjoy)	2	ṃa	√bhuj + ṃa > bhuñja	pari + bhuñja + ti			PA 58	dubbaṇṇakaraṇasikkhāpadaṃ	anādā ce bhikkhu tiṇṇaṃ dubbaṇṇakaraṇānaṃ aññataraṃ dubbaṇṇakaraṇaṃ navaṃ cīvaraṃ <b>paribhuñjeyya</b>, pācittiyaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=paribhuñjeyya"">feedback</a>"
sikkhamānāya	noun	fem gen sg of sikkhamānā			of a female trainee, probationer		√sikkh (train)	1	a	√sikk + a > sikkha	sikkha + māna + ā			PA 59	vikappanasikkhāpadaṃ	yo pana bhikkhu bhikkhussa vā bhikkhuniyā vā <b>sikkhamānāya</b> vā sāmaṇerassa vā sāmaṇeriyā vā sāmaṃ cīvaraṃ vikappetvā appaccuddhāraṇaṃ paribhuñjeyya, pācittiyaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=sikkhamānāya"">feedback</a>"
sāmaṇerassa	noun	masc gen sg of sāmaṇera			novice	little samaṇa	√sam (exert, strive)	3	ya		√sam + aṇa + *era			PA 59	vikappanasikkhāpadaṃ	yo pana bhikkhu bhikkhussa vā bhikkhuniyā vā sikkhamānāya vā <b>sāmaṇerassa</b> vā sāmaṇeriyā vā sāmaṃ cīvaraṃ vikappetvā appaccuddhāraṇaṃ paribhuñjeyya, pācittiyaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=sāmaṇerassa"">feedback</a>"
sāmaṇeriyā	noun	fem gen sg of sāmaṇerī			female novice	female little samaṇa	√sam (exert, strive)	3	ya		√sam + aṇa + *era + ī			PA 59	vikappanasikkhāpadaṃ	yo pana bhikkhu bhikkhussa vā bhikkhuniyā vā sikkhamānāya vā sāmaṇerassa vā <b>sāmaṇeriyā</b> vā sāmaṃ cīvaraṃ vikappetvā appaccuddhāraṇaṃ paribhuñjeyya, pācittiyaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=sāmaṇeriyā"">feedback</a>"
vikappetvā	verb	abs of vikappeti			having shared ownership, assigned ownership	having made very suitable	√kapp (be fit, be suitable)	1	*e	√kapp + *e > kappe (caus)	vi + kappe + tvā			PA 59	vikappanasikkhāpadaṃ	yo pana bhikkhu bhikkhussa vā bhikkhuniyā vā sikkhamānāya vā sāmaṇerassa vā sāmaṇeriyā vā sāmaṃ cīvaraṃ <b>vikappetvā</b> appaccuddhāraṇaṃ paribhuñjeyya, pācittiyaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=vikappetvā"">feedback</a>"
apaccuddhārakaṃ	ind	adv, acc sg of apaccuddhāra			without withdrawing the assignment	not carrying back out	√dhar (hold, carry)	1	a		na + pati + ud + √dhar + a + akaṃ			PA 59	vikappanasikkhāpadaṃ	yo pana bhikkhu bhikkhussa vā bhikkhuniyā vā sikkhamānāya vā sāmaṇerassa vā sāmaṇeriyā vā sāmaṃ cīvaraṃ vikappetvā <b>appaccuddhāraṇaṃ</b> paribhuñjeyya, pācittiyaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=apaccuddhārakaṃ"">feedback</a>"
nisīdanaṃ	noun	nt acc sg of nisīdana			sitting cloth	sinking down	√sad (sink, sit, settle)	1	a	√sad + a > sīda	ni + sīda + ana			PA 60	apanidhānasikkhāpadaṃ	yo pana bhikkhu bhikkhussa pattaṃ vā cīvaraṃ vā <b>nisīdanaṃ</b> vā sūcigharaṃ vā kāyabandhanaṃ vā apanidheyya vā apanidhāpeyya vā antamaso hasāpekkhopi, pācittiyaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=nisīdanaṃ"">feedback</a>"
sūcigharaṃ	noun	nt acc sg of sūcighara			needle case	needle home					sūci + ghara	genitive tappurisa	sūciyā + ghara	PA 60	apanidhānasikkhāpadaṃ	yo pana bhikkhu bhikkhussa pattaṃ vā cīvaraṃ vā nisīdanaṃ vā <b>sūcigharaṃ</b> vā kāyabandhanaṃ vā apanidheyya vā apanidhāpeyya vā antamaso hasāpekkhopi, pācittiyaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=sūcigharaṃ"">feedback</a>"
- sūci	noun	fem			needle	sharp pointy thing								PA 60	apanidhānasikkhāpadaṃ	yo pana bhikkhu bhikkhussa pattaṃ vā cīvaraṃ vā nisīdanaṃ vā <b>sūci</b>gharaṃ vā kāyabandhanaṃ vā apanidheyya vā apanidhāpeyya vā antamaso hasāpekkhopi, pācittiyaṃ.		"<a href=""https://docs.google.com/forms/d/e/1FAIpQLSdG6zKDtlwibtrX-cbKVn4WmIs8miH4VnuJvb7f94plCDKJyA/viewform?usp=pp_url&entry.438735500=- sūci"">feedback</a>"
